,date,news title,content summary,sentiment score,sentiment label,compound score
42,Jan-17,Italy avalanche toll at 16 as helicopter crash adds to pain,"Police said the bodies of the six victims, thought to include two pilots, medical staff and the skier, had been recovered from the snow around the crash scene.
The tally of bodies found in the ruins of the Hotel Rigopiano rose to 16 on the sixth day of an increasingly forlorn search through the snow-covered wreckage.
Two of them are men who were outside when the avalanche struck, while nine others, including four children, were rescued on Friday (Jan 20).
Italian authorities are investigating the chain of events leading to the avalanche to see if the tragedy could or should have been avoided.
The avalanche occurred three hours after the last of four magnitude five earthquakes shook the region in the space of four hours.","{'neg': 0.131, 'neu': 0.848, 'pos': 0.02, 'compound': -0.9231}",negative,-0.9231
43,Jan-17,Rescuers vow to keep looking for survivors of avalanche that buried Italian mountain hotel,"PENNE, Italy (AGENCE FRANCE-PRESSE) - Rescuers have vowed to keep looking for survivors of a devastating avalanche that buried an Italian mountain hotel, as they begin a second day of searching.
""We're holding on to hope that there are survivors inside,"" Deputy Interior Minister Filippo Bubbico told reporters on Thursday in the town of Penne, where a camp for rescue workers has been set up.
Special army mountain rescue teams were seen riding in vehicles with caterpillar tracks.
Italian broadcasters showed images of piles of masonry and rubble in the entrance area of what they dubbed a ""coffin hotel"".
Local officials confirmed two guests who were not inside when the avalanche hit had been rescued.","{'neg': 0.035, 'neu': 0.843, 'pos': 0.122, 'compound': 0.8658}",positive,0.8658
44,Mar-18,Policy tweaks can prevent supply avalanche,"The Housing Board should review and tweak its housing policy in order to prevent a supply avalanche as ageing HDB flat owners die (Prepare for supply avalanche as ageing HDB flat owners die; March 5).
First, the HDB should make full use of such ""returned"" or unoccupied flats by re-allocating them to young flat applicants who intend to get married, but are still on the waiting list for their new units.
Second, the HDB should consider leasing out these returned or unoccupied flats for a short term (say, for a period of two years) to permanent residents who are foreign students or have professional status.
Finally, the HDB should consider relaxing its policy by allowing the increasing number of single Singapore citizens to apply for these HDB flats at age 30, instead of the current eligible age of 35.
These policy changes could help resolve the problem of a possible supply avalanche of HDB flats.","{'neg': 0.051, 'neu': 0.866, 'pos': 0.083, 'compound': 0.6486}",positive,0.6486
45,Feb-18,Two missing after Swiss avalanche: Police,"VIENNA (REUTERS) - Two skiers who were caught in an avalanche in Switzerland near the border with France have been rescued with only minor injuries, police in the canton of Valais said on Sunday (Feb 18).
The police initially reported that 10 people were missing but revised that down to two, saying a member of the group who called in the accident was unaware most of the group were safe.
A police spokesman also said the group were on touring skis, which can be used to climb and descend slopes, not hiking.
The avalanche took place at an altitude of 2,500 metres in an area called the Col de Fenestral.
An avalanche swept away two skiers, a man and his 11-year old daughter, in the French Alps on Sunday.","{'neg': 0.059, 'neu': 0.898, 'pos': 0.043, 'compound': -0.296}",negative,-0.296
46,Jan-18,"Mount Kusatsu-Shirane volcano in Japan's Gunma Prefecture erupts, triggering avalanche at popular ski resort","TOKYO (AFP, REUTERS) - A Japanese soldier was killed on Tuesday (Jan 23) after a volcano erupted near a popular Japanese ski resort, sparking an avalanche that left several injured and scores stranded up a mountain, officials said.
Footage broadcast on Japanese television showed thick black smoke interspersed with falling rocks sliding down the snow-covered side of the volcano towards a ski slope.
""One of the six members of the Self Defence Forces (injured in the incident) has died after being caught up in an avalanche,"" a defence ministry spokesman told AFP.
The ministry had earlier said that six infantry personnel who had been on a training mission on the mountain were hit by the avalanche but had been rescued.
""Black smoke rose from the top of the mountain and we were told to evacuate inside 30 minutes later,"" a man who was at the ski resort told public broadcaster NHK.","{'neg': 0.054, 'neu': 0.878, 'pos': 0.067, 'compound': 0.25}",positive,0.25
47,Feb-17,Avalanche kills seven in northern Pakistan,"CHITRAL, PAKISTAN (AFP) - An avalanche killed at least seven labourers in northern Pakistan on Sunday (Feb 19), a senior official said, with up to four more trapped beneath the snow.
The accident, which also injured seven, happened near the Lowari Tunnel which connects the districts of Dir and Chitral in Khyber Pakhtunkhwa province, senior local administration official Shahab Hameed told AFP.
""Efforts are also being made to pull the remaining workers out alive,"" he added.
Rescue teams have rushed to the area to help travellers stranded by the avalanche and provide medical attention for the injured.
Severe weather hits Pakistan every year, with avalanches in winter and flash floods in summer.","{'neg': 0.152, 'neu': 0.801, 'pos': 0.047, 'compound': -0.923}",negative,-0.923
48,Jan-17,Rescuers cling on to hope in Italy avalanche disaster,"Teams of mountain rescuers and firefighters had been boosted by Friday's dramatic rescue of all four children who were inside the Hotel Rigopiano, along with the mother of two of them.
Enrica Centi, a spokeswoman for the mountain rescue teams involved in the operation, said heavy snow and poor visibility which grounded helicopters was hampering the effort.
Returning from an exhausting shift at the hotel, mountain rescuer Alessandro Massa, 34, was defiantly upbeat.
Among the survivors were two men who were outside the hotel when the avalanche struck just before nightfall on Wednesday.
The avalanche followed four earthquakes of more than five magnitude in the space of four hours earlier on Wednesday.","{'neg': 0.062, 'neu': 0.863, 'pos': 0.075, 'compound': 0.3612}",positive,0.3612
49,Jan-17,Hope still as Italy avalanche survivors recount trauma,"Work was focused on reaching a section of the back of the hotel that was protected by a rock buffer.
""I'm Georgia and I'm alive,"" 22-year-old student Georgia recalled telling the rescuers.
The survivors were all in or close to the hotel entrance hall waiting for transport home when it struck, sending them flying.
As well as the nine pulled out, there were two survivors who were outside the hotel when the avalanche struck at nightfall on Wednesday.
The snow slide followed a series of powerful earthquakes in the region earlier in the day and some 36 hours of heavy snow.","{'neg': 0.037, 'neu': 0.849, 'pos': 0.114, 'compound': 0.802}",positive,0.802
50,Jan-17,Avalanche hits hotel in central Italy,"The rescue operation was hampered by up to 5m of snow which has fallen on the Gran Sasso mountain range in central Abruzzo in recent days, blocking access roads.
It's more like a pile of rubble than a hotel,"" said Mr Antonio Crocetta, a member of the Alpine Rescue squad who was on the scene.
The avalanche collapsed part of the four-storey hotel, which had 43 rooms, shunting it some 10m down the hill, according to media reports.
The disaster struck on Wednesday evening, just hours after four earthquakes with a magnitude of above 5 hit central Italy, sparking fears about possible avalanches.
The area has numerous small ski resorts popular with day-trippers from Rome and urban centres on Italy's east coast.","{'neg': 0.119, 'neu': 0.791, 'pos': 0.09, 'compound': -0.4417}",negative,-0.4417
51,Jan-17,Four more survivors pulled from Italy avalanche hotel,"PENNE (AFP) - Emergency workers on Saturday (Jan 21) pulled four more survivors from the ruins of an Italian hotel buried under an avalanche three days ago, after the ""miracle"" rescue of a woman and four children on Friday (Jan 20).
Two women and a man were pulled out around 3am (0200 GMT) and another man was extracted soon after dawn from the ruins of the Rigopiano hotel in the mountains of central Italy.
The latest operations bring to 11 the total number of survivors of the disaster, including two hotel guests who were outside the building when the avalanche struck on Wednesday (Jan 18) evening.
Four bodies have been recovered so far, leaving at least 12 people and possibly up to 20 unaccounted for.
It is not certain how many people were at the hotel at the time of the avalanche.","{'neg': 0.107, 'neu': 0.862, 'pos': 0.03, 'compound': -0.8937}",negative,-0.8937
